"","apply(Filter_perClass, 1, mean)"
"V2236",0.531846788194445
"V2237",0.560962818287037
"V2238",0.528229890046296
"V2239",0.5166015625
"V2240",0.527180989583333
"V2241",0.579173900462963
"V2242",0.612449363425926
"V2243",0.567907262731482
"V2244",0.541630497685185
"V2245",0.571813512731482
"V2246",0.574363425925926
"V2247",0.532172309027778
"V2248",0.503833912037037
"V2249",0.552372685185185
"V2250",0.543113425925926
"V2251",0.518844039351852
"V2252",0.553530092592593
"V2253",0.544994212962963
"V2254",0.555844907407407
"V2255",0.543402777777778
"V2256",0.53125
"V2257",0.532986111111111
"V2258",0.517216435185185
"V2259",0.55689380787037
"V2260",0.524739583333333
"V2261",0.593388310185185
"V2262",0.593388310185185
"V2263",0.575231481481482
"V2264",0.58203125
"V2265",0.58326099537037
"V2266",0.545717592592593
"V2267",0.561342592592593
"V2268",0.579065393518518
"V2269",0.593894675925926
"V2270",0.600296585648148
"V2271",0.532552083333333
"V2272",0.584056712962963
"V2273",0.562210648148148
"V2274",0.581597222222222
"V2275",0.597059461805556
"V2276",0.648455584490741
"V2277",0.650245949074074
"V2278",0.610677083333333
"V2279",0.618055555555556
"V2280",0.616409866898148
"V2281",0.584201388888889
"V2282",0.59837962962963
"V2283",0.615433304398148
"V2284",0.594618055555556
"V2285",0.576822916666667
"V2286",0.568431712962963
"V2287",0.59740306712963
"V2288",0.574074074074074
"V2289",0.581163194444444
"V2290",0.59447337962963
"V2291",0.562065972222222
"V2292",0.551305700231482
"V2293",0.541232638888889
"V2294",0.547309027777778
"V2295",0.558304398148148
"V2296",0.554108796296296
"V2297",0.567889178240741
"V2298",0.538773148148148
"V2299",0.549660011574074
"V2300",0.578776041666667
"V2301",0.578776041666667
"V2302",0.55248119212963
"V2303",0.544560185185185
"V2304",0.553240740740741
"V2305",0.561921296296296
"V2306",0.560763888888889
"V2307",0.558449074074074
"V2308",0.534722222222222
"V2309",0.530598958333333
"V2310",0.539641203703704
"V2311",0.553566261574074
"V2312",0.520688657407407
"V2313",0.544415509259259
"V2314",0.557291666666667
"V2315",0.571614583333333
"V2316",0.594907407407407
"V2317",0.587384259259259
"V2318",0.565827546296296
"V2319",0.555555555555556
"V2320",0.54466869212963
"V2321",0.547309027777778
"V2322",0.563802083333333
"V2323",0.562789351851852
"V2324",0.562789351851852
"V2325",0.556134259259259
"V2326",0.550925925925926
"V2327",0.561921296296296
"V2328",0.596643518518518
"V2329",0.581163194444445
"V2330",0.583188657407407
"V2331",0.548629195601852
"V2332",0.546296296296296
"V2333",0.544885706018518
"V2334",0.534107349537037
"V2335",0.550419560185185
"V2336",0.539532696759259
"V2337",0.530092592592593
"V2338",0.544234664351852
"V2339",0.544234664351852
"V2340",0.530092592592593
"V2341",0.552734375
"V2342",0.556568287037037
"V2343",0.549334490740741
"V2344",0.541377314814815
"V2345",0.560763888888889
"V2346",0.572120949074074
"V2347",0.566731770833333
"V2348",0.546947337962963
"V2349",0.563946759259259
"V2350",0.548177083333333
"V2351",0.566695601851852
"V2352",0.579282407407407
"V2353",0.590856481481482
"V2354",0.565972222222222
"V2355",0.569155092592593
"V2356",0.590476707175926
"V2357",0.576244212962963
"V2358",0.588975694444444
"V2359",0.564236111111111
"V2360",0.56519458912037
"V2361",0.571903935185185
"V2362",0.565393518518518
"V2363",0.565393518518518
"V2364",0.572627314814815
"V2365",0.561342592592593
"V2366",0.585069444444444
"V2367",0.602430555555556
"V2368",0.594762731481482
"V2369",0.595811631944444
"V2370",0.592936197916667
"V2371",0.590060763888889
"V2372",0.599103009259259
"V2373",0.622359664351852
"V2374",0.59595630787037
"V2375",0.604600694444444
"V2376",0.60521556712963
"V2377",0.614583333333333
"V2378",0.609049479166667
"V2379",0.607747395833333
"V2380",0.682544849537037
"V2381",0.661313657407407
"V2382",0.643084490740741
"V2383",0.670500578703704
"V2384",0.65502025462963
"V2385",0.638093171296296
"V2386",0.596607349537037
"V2387",0.586516203703704
"V2388",0.608615451388889
"V2389",0.598705150462963
"V2390",0.584165219907407
"V2391",0.611617476851852
"V2392",0.648039641203704
"V2393",0.641239872685185
"V2394",0.631655092592593
"V2395",0.619140625
"V2396",0.631257233796296
"V2397",0.619140625
"V2398",0.617332175925926
"V2399",0.617332175925926
"V2400",0.611472800925926
"V2401",0.636429398148148
"V2402",0.649197048611111
"V2403",0.605613425925926
"V2404",0.638888888888889
"V2405",0.644856770833333
"V2406",0.642126012731482
"V2407",0.581344039351852
"V2408",0.619683159722222
"V2409",0.624710648148148
"V2410",0.651728877314815
"V2411",0.656756365740741
"V2412",0.677191840277778
"V2413",0.675311053240741
"V2414",0.669451678240741
"V2415",0.654658564814815
"V2416",0.67845775462963
"V2417",0.658058449074074
"V2418",0.654966001157407
"V2419",0.655128761574074
"V2420",0.646990740740741
"V2421",0.640100549768518
"V2422",0.646990740740741
"V2423",0.634765625
"V2424",0.621527777777778
"V2425",0.625144675925926
"V2426",0.608506944444444
"V2427",0.603877314814815
"V2428",0.602864583333333
"V2429",0.61328125
"V2430",0.599971064814815
"V2431",0.587384259259259
"V2432",0.582248263888889
"V2433",0.553240740740741
"V2434",0.589879918981482
"V2435",0.61328125
"V2436",0.595920138888889
"V2437",0.586082175925926
"V2438",0.600694444444444
"V2439",0.600694444444444
"V2440",0.578559027777778
"V2441",0.577835648148148
"V2442",0.522243923611111
"V2443",0.573151765046296
"V2444",0.535373263888889
"V2445",0.521809895833333
"V2446",0.519639756944445
"V2447",0.521809895833333
"V2448",0.559208622685185
"V2449",0.514865451388889
"V2450",0.519097222222222
"V2451",0.530671296296296
"V2452",0.557761863425926
"V2453",0.538483796296296
"V2454",0.536168981481482
"V2455",0.534396701388889
"V2456",0.525571469907407
"V2457",0.549370659722222
"V2458",0.560474537037037
"V2459",0.545066550925926
"V2460",0.512966579861111
"V2461",0.502387152777778
"V2462",0.513870804398148
"V2463",0.52369068287037
"V2464",0.606553819444444
"V2465",0.623987268518518
"V2466",0.615740740740741
"V2467",0.612973813657407
"V2468",0.566189236111111
"V2469",0.602864583333333
"V2470",0.592466001157407
"V2471",0.582609953703704
"V2472",0.588722511574074
"V2473",0.581163194444444
"V2474",0.561686197916667
"V2475",0.55248119212963
"V2476",0.587058738425926
"V2477",0.573423032407407
"V2478",0.577473958333333
"V2479",0.562174479166667
"V2480",0.563259548611111
"V2481",0.579390914351852
"V2482",0.613606770833333
"V2483",0.597728587962963
"V2484",0.583405671296296
"V2485",0.584129050925926
"V2486",0.589771412037037
"V2487",0.574761284722222
"V2488",0.592086226851852
"V2489",0.592086226851852
"V2490",0.592086226851852
"V2491",0.60619212962963
"V2492",0.598307291666667
"V2493",0.592954282407407
"V2494",0.589192708333333
"V2495",0.558738425925926
"V2496",0.587348090277778
"V2497",0.599754050925926
"V2498",0.573929398148148
"V2499",0.577184606481482
"V2500",0.574652777777778
"V2501",0.612268518518518
"V2502",0.641384548611111
"V2503",0.607494212962963
"V2504",0.589952256944444
"V2505",0.549370659722222
"V2506",0.550998263888889
"V2507",0.549153645833333
"V2508",0.554470486111111
"V2509",0.577130353009259
"V2510",0.569607204861111
"V2511",0.567093460648148
"V2512",0.557779947916667
"V2513",0.570746527777778
"V2514",0.549388744212963
"V2515",0.55345775462963
"V2516",0.60376880787037
"V2517",0.585250289351852
"V2518",0.575810185185185
"V2519",0.579065393518518
"V2520",0.547489872685185
"V2521",0.534125434027778
"V2522",0.545500578703704
"V2523",0.520471643518518
"V2524",0.542787905092593
"V2525",0.564579716435185
"V2526",0.539351851851852
"V2527",0.55787037037037
"V2528",0.520688657407407
"V2529",0.5615234375
"V2530",0.546006944444444
"V2531",0.545283564814815
"V2532",0.555989583333333
"V2533",0.541521990740741
"V2534",0.542679398148148
"V2535",0.51927806712963
"V2536",0.524811921296296
"V2537",0.555483217592593
"V2538",0.551088686342593
"V2539",0.560329861111111
"V2540",0.555844907407407
"V2541",0.549334490740741
"V2542",0.523003472222222
"V2543",0.543981481481482
"V2544",0.541956018518519
"V2545",0.531774450231482
"V2546",0.62037037037037
"V2547",0.622395833333333
"V2548",0.655815972222222
"V2549",0.641927083333333
"V2550",0.621238425925926
"V2551",0.638888888888889
"V2552",0.630931712962963
"V2553",0.617476851851852
"V2554",0.610243055555556
"V2555",0.589554398148148
"V2556",0.600260416666667
"V2557",0.58912037037037
"V2558",0.608796296296296
"V2559",0.613425925925926
"V2560",0.606481481481481
"V2561",0.561740451388889
"V2562",0.559461805555555
"V2563",0.559461805555555
"V2564",0.582628038194445
"V2565",0.572337962962963
"V2566",0.561125578703704
"V2567",0.571831597222222
"V2568",0.566587094907407
"V2569",0.548900462962963
"V2570",0.555844907407407
"V2571",0.595124421296296
"V2572",0.5625
"V2573",0.532118055555556
"V2574",0.551251446759259
"V2575",0.549406828703704
"V2576",0.566912615740741
"V2577",0.531105324074074
"V2578",0.507595486111111
"V2579",0.535915798611111
"V2580",0.548466435185185
"V2581",0.538736979166667
"V2582",0.572554976851852
"V2583",0.579210069444444
"V2584",0.577907986111111
"V2585",0.55052806712963
"V2586",0.5390625
"V2587",0.516565393518518
"V2588",0.526041666666667
"V2589",0.523093894675926
"V2590",0.53125
"V2591",0.59107349537037
"V2592",0.637333622685185
"V2593",0.636067708333333
"V2594",0.64623119212963
"V2595",0.634078414351852
"V2596",0.624421296296296
"V2597",0.612268518518518
"V2598",0.599826388888889
"V2599",0.595504195601852
"V2600",0.6298828125
"V2601",0.616174768518518
"V2602",0.626139322916667
"V2603",0.594346788194445
"V2604",0.600929542824074
"V2605",0.620876736111111
"V2606",0.601598668981482
"V2607",0.620876736111111
"V2608",0.615740740740741
"V2609",0.635308159722222
"V2610",0.607602719907407
"V2611",0.594762731481482
"V2612",0.580692997685185
"V2613",0.577076099537037
"V2614",0.609989872685185
"V2615",0.622902199074074
"V2616",0.636393229166667
"V2617",0.645869502314815
"V2618",0.632957175925926
"V2619",0.593370225694445
"V2620",0.617730034722222
"V2621",0.626193576388889
"V2622",0.606915509259259
"V2623",0.617983217592593
"V2624",0.588975694444444
"V2625",0.592592592592593
"V2626",0.588831018518518
"V2627",0.531575520833333
"V2628",0.540798611111111
"V2629",0.555483217592593
"V2630",0.565031828703704
"V2631",0.564561631944444
"V2632",0.582302517361111
"V2633",0.553927951388889
"V2634",0.567057291666667
"V2635",0.561704282407407
"V2636",0.56029369212963
"V2637",0.596281828703704
"V2638",0.609772858796296
"V2639",0.634946469907407
"V2640",0.640588831018518
"V2641",0.639033564814815
"V2642",0.654441550925926
"V2643",0.631004050925926
"V2644",0.650499131944444
"V2645",0.631004050925926
"V2646",0.635344328703704
"V2647",0.590169270833333
"V2648",0.589735243055556
"V2649",0.603045428240741
"V2650",0.629774305555556
"V2651",0.603949652777778
"V2652",0.632921006944444
"V2653",0.625542534722222
"V2654",0.634295428240741
"V2655",0.6123046875
"V2656",0.644856770833333
"V2657",0.582320601851852
"V2658",0.564670138888889
"V2659",0.549479166666667
"V2660",0.570529513888889
"V2661",0.560329861111111
"V2662",0.620515046296296
"V2663",0.660590277777778
"V2664",0.647135416666667
"V2665",0.612847222222222
"V2666",0.596788194444444
"V2667",0.633101851851852
"V2668",0.633101851851852
"V2669",0.614149305555556
"V2670",0.637152777777778
"V2671",0.614149305555556
"V2672",0.587818287037037
"V2673",0.559172453703704
"V2674",0.58203125
"V2675",0.565104166666667
"V2676",0.597077546296296
"V2677",0.615596064814815
"V2678",0.631799768518518
"V2679",0.632378472222222
"V2680",0.634403935185185
"V2681",0.616608796296296
"V2682",0.608362268518518
"V2683",0.621527777777778
"V2684",0.599103009259259
"V2685",0.593532986111111
"V2686",0.603587962962963
"V2687",0.616608796296296
"V2688",0.617476851851852
"V2689",0.609085648148148
"V2690",0.612702546296296
"V2691",0.638744212962963
"V2692",0.617476851851852
"V2693",0.612702546296296
"V2694",0.621527777777778
"V2695",0.595920138888889
"V2696",0.608217592592593
"V2697",0.595920138888889
"V2698",0.596498842592593
"V2699",0.6171875
"V2700",0.526475694444444
"V2701",0.522985387731482
"V2702",0.526331018518518
"V2703",0.527271412037037
"V2704",0.523148148148148
"V2705",0.581018518518518
"V2706",0.589409722222222
"V2707",0.578125
"V2708",0.596354166666667
"V2709",0.623553240740741
"V2710",0.650896990740741
"V2711",0.640625
"V2712",0.645688657407407
"V2713",0.641927083333333
"V2714",0.649305555555556
"V2715",0.655237268518518
"V2716",0.64380787037037
"V2717",0.644820601851852
"V2718",0.623263888888889
"V2719",0.613425925925926
"V2720",0.564959490740741
"V2721",0.549424913194444
"V2722",0.575810185185185
"V2723",0.562065972222222
"V2724",0.679542824074074
"V2725",0.65306712962963
"V2726",0.658854166666667
"V2727",0.669126157407407
"V2728",0.662037037037037
"V2729",0.621238425925926
"V2730",0.65697337962963
"V2731",0.673466435185185
"V2732",0.664026331018518
"V2733",0.684859664351852
"V2734",0.676649305555556
"V2735",0.686631944444444
"V2736",0.686631944444444
"V2737",0.686631944444444
"V2738",0.652488425925926
"V2739",0.641493055555555
"V2740",0.64453125
"V2741",0.641782407407407
"V2742",0.645200376157407
"V2743",0.645109953703704
"V2744",0.644820601851852
"V2745",0.661024305555556
"V2746",0.65697337962963
"V2747",0.674045138888889
"V2748",0.674045138888889
"V2749",0.668981481481482
"V2750",0.678674768518518
"V2751",0.687355324074074
"V2752",0.670138888888889
"V2753",0.661458333333333
"V2754",0.642795138888889
"V2755",0.632378472222222
"V2756",0.615451388888889
"V2757",0.59447337962963
"V2758",0.600549768518519
"V2759",0.578396267361111
"V2760",0.583043981481482
"V2761",0.619665075231482
"V2762",0.570674189814815
"V2763",0.558883101851852
"V2764",0.54615162037037
"V2765",0.510886863425926
"V2766",0.548412181712963
"V2767",0.553674768518518
"V2768",0.553638599537037
"V2769",0.554108796296296
"V2770",0.525462962962963
"V2771",0.518446180555556
"V2772",0.550419560185185
"V2773",0.538049768518518
"V2774",0.526041666666667
"V2775",0.515480324074074
"V2776",0.520833333333333
"V2777",0.542028356481482
"V2778",0.506944444444444
"V2779",0.510597511574074
"V2780",0.546205873842593
"V2781",0.532262731481482
"V2782",0.561631944444444
"V2783",0.504918981481482
"V2784",0.517650462962963
"V2785",0.540328414351852
"V2786",0.525065104166667
"V2787",0.526331018518518
"V2788",0.531358506944445
"V2789",0.544270833333333
"V2790",0.533564814814815
"V2791",0.523853443287037
"V2792",0.542136863425926
"V2793",0.559118200231482
"V2794",0.564163773148148
"V2795",0.598560474537037
"V2796",0.55689380787037
"V2797",0.547290943287037
"V2798",0.56275318287037
"V2799",0.571433738425926
"V2800",0.586281105324074
"V2801",0.561559606481482
"V2802",0.545609085648148
"V2803",0.567111545138889
"V2804",0.562210648148148
"V2805",0.536458333333333
"V2806",0.567274305555555
"V2807",0.56568287037037
"V2808",0.546169704861111
"V2809",0.545862268518518
"V2810",0.547887731481482
"V2811",0.566695601851852
"V2812",0.535264756944444
"V2813",0.543655960648148
"V2814",0.519495081018518
"V2815",0.558015046296296
"V2816",0.566984953703704
"V2817",0.587528935185185
"V2818",0.597366898148148
"V2819",0.58203125
"V2820",0.557146990740741
"V2821",0.557146990740741
"V2822",0.570167824074074
"V2823",0.557146990740741
"V2824",0.547019675925926
"V2825",0.570167824074074
"V2826",0.560329861111111
"V2827",0.558286313657407
"V2828",0.560329861111111
"V2829",0.588975694444444
"V2830",0.555374710648148
"V2831",0.548502604166667
"V2832",0.535843460648148
"V2833",0.535138165509259
"V2834",0.534848813657407
